Title,Rating,Link,Description,Cast,Directors,Producers,Genres,Themes
Seven Samurai,4.6,https://letterboxd.com/film/seven-samurai/,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.","['Toshirō Mifune', 'Takashi Shimura', 'Yoshio Inaba', 'Seiji Miyaguchi', 'Minoru Chiaki', 'Daisuke Katō', 'Isao Kimura', 'Keiko Tsushima', 'Yukiko Shimazaki', 'Kamatari Fujiwara', 'Yoshio Kosugi', 'Bokuzen Hidari', 'Yoshio Tsuchiya', 'Kokuten Kōdō', 'Eijirō Tōno', 'Jun Tatara', 'Atsushi Watanabe', 'Toranosuke Ogawa', 'Isao Yamagata', 'Kichijirō Ueda', 'Sôjin Kamiyama', 'Gen Shimizu', 'Keiji Sakakida', 'Shinpei Takagi', 'Shin Ōtomo', 'Toshio Takahara', 'Kan Sugi', 'Hiroshi Hayashi', 'Sachio Sakai', 'Show All…', 'Sôkichi Maki', 'Ichirō Chiba', 'Noriko Sengoku', 'Noriko Honma', 'Masanobu Ōkubo', 'Etsuo Saijo', 'Minoru Itō', 'Haruya Sakamoto', 'Gorô Sakurai', 'Hideo Shibuya', 'Kiyoshi Kamoda', 'Senkichi Ōmura', 'Takashi Narita', 'Shōichi Hirose', 'Kôji Uno', 'Masaaki Tachibana', 'Kamayuki Tsubono', 'Taiji Naka', 'Chindanji Miyagawa', 'Shigemi Sunagawa', 'Akira Tani', 'Akio Kusama', 'Ryûtarô Amami', 'Jun Mikami', 'Haruo Nakajima', 'Sanpei Mine', 'Masahide Matsushita', 'Kaneo Ikeda', 'Takuzô Kumagaya', 'Ippei Kawagoe', 'Jirô Suzukawa', 'Junpei Natsuki', 'Kyôichi Kamiyama', 'Haruo Suzuki', 'Gorô Amano', 'Akira Kitchôji', 'Kōji Iwamoto', 'Hiroshi Akitsu', 'Akira Yamada', 'Kazuo Imai', 'Eisuke Nakanishi', 'Toku Ihara', 'Hideo Ôtsuka', 'Shû Ôe', 'Yasuhisa Tsutsumi', 'Yasumasa Ônishi', 'Tsuneo Katagiri', 'Megeru Shimoda', 'Masayoshi Kawabe', 'Shigeo Katō', 'Yoshikazu Kawamata', 'Takeshi Seki', 'Haruko Toyama', 'Tsuruko Mano', 'Matsue Ono', 'Tsurue Ichimanji', 'Masako Ōshiro', 'Kyōko Ozawa', 'Michiko Kadono', 'Toshiko Nakano', 'Shizuko Azuma', 'Michiko Kawabe', 'Yûko Togawa', 'Yayoko Kitano', 'Kyoko Mori', 'Misao Suyama', 'Toriko Takahara', 'Takeshi Katō', 'Tatsuya Nakadai', 'Ken Utsui', 'Ren Yamamoto', 'Takuzō Kumagai']",['Akira Kurosawa'],['Sōjirō Motoki'],"['Action', 'Drama']","['Epic heroes', 'Humanity and the world around us', 'Epic history and literature', 'Historical battles and epic heroism', 'Emotional and captivating fantasy storytelling', 'Fantasy adventure, heroism, and swordplay', 'Captivating vision and Shakespearean drama', 'Military combat and heroic soldiers']"
Dekalog,4.6,https://letterboxd.com/film/dekalog/,"Originally made for Polish television, “The Decalogue” focuses on the residents of a housing complex in late-Communist Poland, whose lives become subtly intertwined as they face emotional dilemmas that are at once deeply personal and universally human. Its ten hour-long films, drawing from the Ten Commandments for thematic inspiration and an overarching structure, grapple deftly with complex moral and existential questions concerning life, death, love, hate, truth, and the passage of time.",[],['Krzysztof Kieślowski'],['Ryszard Chutkowski'],['Drama'],"['Humanity and the world around us', 'Faith and religion', 'Enduring stories of family and marital drama', 'Religious faith, sin, and forgiveness', 'Powerful poetic and passionate drama', 'Surreal and thought-provoking visions of life and death', 'Heartbreaking and moving family drama']"
Nirvana: Unplugged In New York,4.6,https://letterboxd.com/film/nirvana-unplugged-in-new-york/,"A live album by American rock band Nirvana, the album features an acoustic performance recorded at Sony Music Studios in New York City on 18 November 1993, for the television series MTV Unplugged.","['Kurt Cobain', 'Krist Novoselic', 'Dave Grohl', 'Pat Smear', 'Lori Goldston', 'Curt Kirkwood', 'Cris Kirkwood']",['Beth McCarthy-Miller'],['Alex Colleti'],"['Music', 'Documentary']",[]
High and Low,4.6,https://letterboxd.com/film/high-and-low/,A Yokohama shoe executive faces a wrenching choice when kidnappers mistakenly seize his chauffeur’s son but demand the ransom anyway.,"['Toshirō Mifune', 'Tatsuya Nakadai', 'Kyōko Kagawa', 'Tatsuya Mihashi', 'Isao Kimura', 'Kenjirō Ishiyama', 'Takeshi Katō', 'Takashi Shimura', 'Jun Tazaki', 'Nobuo Nakamura', 'Yūnosuke Itō', 'Tsutomu Yamazaki', 'Minoru Chiaki', 'Eijirō Tōno', 'Masao Shimizu', 'Yutaka Sada', 'Masahiko Shimazu', 'Toshio Egi', 'Kōji Mitsui', 'Kyū Sazanka', 'Susumu Fujita', 'Kamatari Fujiwara', 'Yoshio Tsuchiya', 'Kazuo Kitamura', 'Gen Shimizu', 'Akira Nagoya', 'Jun Hamamura', 'Masao Oda', 'Kō Nishimura', 'Show All…', 'Yoshibumi Tajima', 'Koji Kiyomura', 'Hiroshi Unayama', 'Yoshisuke Makino', 'Jun Kondô', 'Tomo Suzuki', 'Senkichi Ōmura', 'Kazuo Katō', 'Ikio Sawamura', 'Kin Sugai', 'Keiko Tomita', 'Isao Onoda', 'Seiichi Taguchi', 'Takeo Matsushita', 'Kiyoshi Yamamoto', 'Kenji Kodama', 'Minoru Itō', 'Haruo Suzuki', 'Kōzō Nomura']",['Akira Kurosawa'],"['Tomoyuki Tanaka', 'Ryūzō Kikushima', 'Akira Kurosawa']","['Crime', 'Drama']","['Crime, drugs and gangsters', 'Suspenseful crime thrillers', 'Noir and dark crime dramas', 'Intense political and terrorist thrillers', 'Intriguing and suspenseful murder mysteries', 'Violent crime and drugs']"
Ping Pong the Animation,4.6,https://letterboxd.com/film/ping-pong-the-animation/,"Makoto 'Smile' Tsukimoto and his friend Yutaka 'Peco' Hoshino have been playing table tennis together since they were kids, but as they enter high school, they find that the game, and how they see it, has changed. Peco, brimming with confidence and energy, wants to be the best in the world, but the reserved Smile has little fighting spirit and doesn't want to sacrifice others' happiness just to win, despite his innate talent. As the two grow, and experience the ups and downs of the sport – and life – they try to figure out exactly who they really are and what drives them to play.","['Koki Uchiyama', 'Fukujuro Katayama', 'Yousei Bun', 'Shunsuke Sakuya', 'Subaru Kimura', 'Yusaku Yara', 'Masako Nozawa']","['Takehiro Kubota', 'Hideki Ito', 'Masatsugu Arakawa', 'Fumihiro Ueno', 'Masaki Utsunomiya', 'Ryota Itoh', 'Heo Pyoung-kang', 'Eunyoung Choi', 'Masaaki Yuasa']","['Yohei Shintaku', 'Yuka Okayasu']","['Animation', 'Drama']",[]
National Theatre Live: Prima Facie,4.6,https://letterboxd.com/film/national-theatre-live-prima-facie/,"Tessa is a young, brilliant barrister. From working class origins, she has reached the top of her game. An unexpected event forces her to confront the lines where the patriarchal power of the law, burden of proof and morals diverge.",['Jodie Comer'],"['Justin Martin', 'Mathew Amos']",['Moudhy Al Rashid'],"['Drama', 'Crime']",[]
Berserk,4.6,https://letterboxd.com/film/berserk-1997/,"A wandering, sword-wielding mercenary joins a charismatic leader in his ruthless pursuit of glory and recognition in this epic medieval tale.","['Nobutoshi Canna', 'Toshiyuki Morikawa', 'Yuko Miyamura', 'Tomohiro Nishimura', 'Unsho Ishizuka']","['Kazuya Tsurumaki', 'Masakazu Amiya', 'Kazuhisa Ono', 'Yasuhiro Geshi', 'Mihiro Yamaguchi', 'Yasuhiro Matsumura', 'Koji Yoshikawa', 'Yukina Hiiro', 'Yukio Okazaki', 'Koji Fukasawa', 'Naohito Takahashi']",['Kentaro Miura'],['Animation'],"['Epic heroes', 'Intense violence and sexual transgression', 'Fantasy adventure, heroism, and swordplay', 'Emotional and captivating fantasy storytelling', 'Historical battles and epic heroism', 'Graphic violence and brutal revenge', 'Epic adventure and breathtaking battles']"
Chernobyl,4.59,https://letterboxd.com/film/chernobyl/,The true story of one of the worst man-made catastrophes in history: the catastrophic nuclear accident at Chernobyl. A tale of the brave men and women who sacrificed to save Europe from unimaginable disaster.,"['Jared Harris', 'Stellan Skarsgård', 'Emily Watson', 'Paul Ritter', 'Jessie Buckley', 'Adam Nagaitis', 'Sam Troughton', 'Robert Emms', ""Con O'Neill"", 'Adrian Rawlins', 'Alan Williams', 'David Dencik', 'Mark Lewis Jones', 'Ralph Ineson', 'Barry Keoghan', 'Alex Ferns', 'Fares Fares', 'Michael McElhatton']",['Johan Renck'],"['Sanne Wohlenberg', 'Jacqueline Lesko', 'Yevheniia Yatsuta']",['Drama'],"['Politics and human rights', 'Horror, the undead and monster classics', 'Dangerous technology and the apocalypse', 'Riveting political and presidential drama', 'Political drama, patriotism, and war', ""Humanity's odyssey: earth and beyond"", 'Terrifying, haunted, and supernatural horror']"
No Other Land,4.59,https://letterboxd.com/film/no-other-land/,This film made by a Palestinian-Israeli collective shows the destruction of the occupied West Bank's Masafer Yatta by Israeli soldiers and the alliance which develops between the Palestinian activist Basel and Israeli journalist Yuval.,"['Basel Adra', 'Yuval Abraham', 'Farisa Abu Aram', 'Nasser Adra', 'Harun Abu Aram', 'Kifah Adara']","['Rachel Szor', 'Hamdan Ballal', 'Yuval Abraham', 'Basel Adra']","['Fabien Greenberg', 'Bård Kjøge Rønning']",['Documentary'],"['Politics and human rights', 'Politics, propaganda, and political documentaries', 'Racism and the powerful fight for justice', 'Military combat and heroic soldiers', 'Powerful poetic and passionate drama', 'Powerful stories of heartbreak and suffering']"
Attack on Titan The Final Chapters: Special 2,4.59,https://letterboxd.com/film/attack-on-titan-the-final-chapters-special-2/,"As Eren ruthlessly tramples every inch of the outside world, the Alliance arrives at Fort Salta to intercept the Founder and stop the Rumbling. Although Eren feels immense remorse over his horrific invasion, he believes to harbor noble intentions: he believes the path ahead is the only way to save his friends and, to a greater extent, his people. The opposing battalions spiral toward an inevitable final clash that may claim the lives of billions. Though they face an army of monsters beyond anything they could have previously imagined, Mikasa, Armin, and their allies stand brave in the face of certain doom.","['Yuki Kaji', 'Yui Ishikawa', 'Hiroshi Kamiya', 'Yoshimasa Hosoya', 'Marina Inoue', 'Manami Numakura', 'Yu Shimamura', 'Kisho Taniyama', 'Hiro Shimono', 'Koji Hiwatari', 'Ayane Sakura', 'Natsuki Hanae', 'Yutaka Aoyama', 'Atsuko Yuya']","['Jun Shishido', 'Yuichiro Hayashi']",['Hajime Isayama'],['Animation'],[]
The Godfather Part II,4.59,https://letterboxd.com/film/the-godfather-part-ii/,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.","['Al Pacino', 'Robert Duvall', 'Diane Keaton', 'Robert De Niro', 'John Cazale', 'Talia Shire', 'Lee Strasberg', 'Michael V. Gazzo', 'G. D. Spradlin', 'Richard Bright', 'Gastone Moschin', 'Tom Rosqui', 'Bruno Kirby', 'Frank Sivero', 'Francesca De Sapio', 'Morgana King', 'Marianna Hill', 'Leopoldo Trieste', 'Dominic Chianese', 'Amerigo Tot', 'Troy Donahue', 'John Aprea', 'Joe Spinell', 'Abe Vigoda', 'Tere Livrano', 'Gianni Russo', 'Maria Carta', 'Oreste Baldini', 'Giuseppe Sillato', 'Show All…', 'Mario Cotone', 'James Gounaris', 'Fay Spain', 'Harry Dean Stanton', 'David Baker', 'Carmine Caridi', 'Danny Aiello', 'Carmine Foresta', 'Nick Discenza', 'Joseph Medaglia', 'William Bowers', 'Joseph Della Sorte', 'Carmen Argenziano', 'Joe Lo Grippo', 'Ezio Flagello', 'Livio Giorgi', 'Kathleen Beller', 'Saveria Mazzola', 'Tito Alba', 'Johnny Naranjo', 'Elda Maida', 'Salvatore Po', 'Ignazio Pappalardo', 'Andrea Maugeri', 'Peter LaCorte', 'Vincent Coppola', 'Peter Donat', 'Tom Dahlgren', 'Paul B. Brown', 'Phil Feldman', 'Roger Corman', 'Ivonne Coll', 'Joe De Nicola', 'Edward Van Sickle', 'Gabriella Belloni', 'Richard Watson', 'Venancia Grangerard', 'Erica Yohn', 'Teresa Tirelli', 'James Caan', 'Italia Coppola', 'Roman Coppola', 'Sofia Coppola', 'Victor Pujols Faneyte', 'Julie Gregg', 'Larry Guardino', 'Buck Houghton', 'Sho Kosugi', 'Gary Kurtz', 'Richard Matheson', 'John Megna', 'Jay Rasumny', 'Filomena Spagnuolo', 'Julian Voloshin', 'Laura Lyons', 'Harrison Ressler']",['Francis Ford Coppola'],"['Francis Ford Coppola', 'Mona Skager', 'Gray Frederickson', 'Fred Roos']","['Drama', 'Crime']","['Crime, drugs and gangsters', 'Humanity and the world around us', 'Gritty crime and ruthless gangsters', 'Gripping, intense violent crime', 'Violent crime and drugs', 'Enduring stories of family and marital drama', 'Powerful poetic and passionate drama']"
The Shawshank Redemption,4.58,https://letterboxd.com/film/the-shawshank-redemption/,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","['Tim Robbins', 'Morgan Freeman', 'Bob Gunton', 'William Sadler', 'Clancy Brown', 'Gil Bellows', 'James Whitmore', 'Mark Rolston', 'Jeffrey DeMunn', 'Larry Brandenburg', 'Neil Giuntoli', 'Brian Libby', 'David Proval', 'Joseph Ragno', 'Jude Ciccolella', 'Paul McCrane', 'Renee Blaine', 'Scott Mann', 'John Horton', 'Gordon Greene', 'Alfonso Freeman', 'Vincent Foster', 'John E. Summers', 'Frank Medrano', 'Mack Miles', 'Alan R. Kessler', 'Morgan Lund', 'Cornell Wallace', 'Gary Lee Davis', 'Show All…', 'Neil Summers', 'Ned Bellamy', 'Joe Pecoraro', 'Harold E. Cope Jr.', 'Brian Delate', 'Don McManus', 'Donald Zinn', 'Dorothy Silver', 'Robert Haley', 'Dana Snyder', 'John D. Craig', 'Ken Magee', 'Eugene C. DePasquale', 'Bill Bolender', 'Ron Newell', 'John R. Woodward', 'Chuck Brauchler', 'Dion Anderson', 'Claire Slemmer', 'James Kisicki', 'Rohn Thomas', 'Charlie Kearns', 'Rob Reider', 'Brian Brophy', 'Paul Kennedy', 'James Babson', 'Dennis Baker', 'Fred Culbertson', 'Alonzo F. Jones', 'Sergio Kato', 'Gary A. Jones']",['Frank Darabont'],['Niki Marvin'],"['Crime', 'Drama']","['Humanity and the world around us', 'Moving relationship stories', 'Brutal, violent prison drama', 'Powerful stories of heartbreak and suffering', 'Touching and sentimental family stories', 'Gripping, intense violent crime', 'Surreal and thought-provoking visions of life and death']"
Attack on Titan The Final Chapters: Special 1,4.58,https://letterboxd.com/film/attack-on-titan-the-final-chapters-special-1-2023/,"As The Rumbling advances, the remaining members of the scout regiment race against the clock with their Marleyan and Azumabito allies to catch up to Eren and stop The Rumbling before the rest of the world is crushed under the Wall Titans' feet.","['Yuki Kaji', 'Yui Ishikawa', 'Marina Inoue', 'Yu Shimamura', 'Kisho Taniyama', 'Hiro Shimono', 'Yoshimasa Hosoya', 'Romi Park', 'Hiroshi Kamiya', 'Daisuke Ono', 'Koji Hiwatari', 'Manami Numakura', 'Ayane Sakura', 'Natsuki Hanae', 'Kensho Ono', 'Mitsuki Saiga', 'Seiro Ogino', 'Kiri Yoshizawa', 'Tomo Sakurai', 'Koji Ishii', 'Mitsuki Nakamura', 'Atsuko Yuya', 'Yutaka Aoyama']","['Jun Shishido', 'Yuichiro Hayashi']","['Hajime Isayama', 'Hiroshi Seko']",['Animation'],[]
Renaissance: A Film by Beyoncé,4.58,https://letterboxd.com/film/renaissance-a-film-by-beyonce/,"Accentuates the journey of Renaissance World Tour, from its inception, to the opening in Stockholm, Sweden, to the finale in Kansas City, Missouri. It is about Beyoncé’s intention, hard work, involvement in every aspect of the production, her creative mind and purpose to create her legacy, and master her craft. Received with extraordinary acclaim, Beyoncé’s Renaissance World Tour created a sanctuary for freedom, and shared joy, for more than 2.7 million fans.","['Beyoncé', 'Jay-Z', 'Blue Ivy Carter', 'Sir Carter', 'Rumi Carter', 'Kendrick Lamar', 'Tina Knowles', 'Larry Bourgeois', 'Laurent Bourgeois', 'Honey Balenciaga', 'Jonté Moaning', 'Darius Hickman', 'Carlos Irizarry', 'Diana Ross', 'Megan Thee Stallion', 'Hannah Douglass', 'Alana Wilhite', 'Agape Jerry', 'Trinity Joy', 'Rob Bynes', ""Jus't Chase"", 'Alliya Janel', 'Nerita McFarlane', 'Zavion Brown', 'Aahkilah Cornelius', 'Amari Marshall', 'Ai Shimatsu', 'Brianna Pavon', 'Lisa Sainvil', 'Show All…', 'Simone Alston', 'Kyndall Harris', 'Kevin ""Konkrete"" Davis Jr.', 'Autumn Miller', 'Khirye Tyler', 'Crystal Torres', 'Diamond Johnson', 'Don Alford', 'Emily Bear', 'Katty Rodriguez', 'Chris Johnson', 'Tiffany Ryan', 'Kay Manée', 'Natalie Imani', 'Tyler Green', 'Michelle Williams', 'Kelly Rowland', 'LaTavia Roberson', 'LeToya Luckett', 'Cardi B', 'Tracee Ellis Ross', 'Teyana Taylor', 'Lil Nas X', 'Kevin JZ Prodigy', 'ChaCha Balenciaga', 'Kevin Aviance', 'Arca']",['Beyoncé'],['Ed Burke'],"['Music', 'Documentary']","['Humanity and the world around us', 'Legendary musicians and stardom', 'Emotional life of renowned artists']"
When They See Us,4.57,https://letterboxd.com/film/when-they-see-us/,Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park.,"['Asante Blackk', 'Jharrel Jerome', 'Ethan Herisse', 'Marquis Rodriguez', 'Caleel Harris', 'Marsha Stephanie Blake', 'Michael Kenneth Williams', 'John Leguizamo', 'Aunjanue Ellis-Taylor', 'Niecy Nash-Betts', 'Kylie Bunbury']",['Ava DuVernay'],"['Spencer Averick', 'Christiana Hooks', 'Jen Monnar', 'Bradford Young', 'H.H. Cooper']",['Drama'],"['Politics and human rights', 'Moving relationship stories', 'Powerful stories of heartbreak and suffering', 'Racism and the powerful fight for justice', 'Violent crime and drugs', 'Gripping, intense violent crime', 'Brutal, violent prison drama']"
Frieren: Beyond Journey's End,4.56,https://letterboxd.com/film/frieren-beyond-journeys-end/,"Decades after her party defeated the Demon King, an old friend's funeral launches the elf wizard Frieren on a journey of self-discovery.","['Atsumi Tanezaki', 'Kana Ichinose', 'Chiaki Kobayashi', 'Nobuhiko Okamoto', 'Hiroki Touchi', 'Yoji Ueda']","['Ayaka Tsuji', 'Tomoya Kitagawa', 'Daiki Harashina', 'Kento Matsui', 'Kota Mori', 'Toru Iwazawa', 'Keisuke Kojima', 'Kouki Fujimoto', 'Kazumasa Isokawa', 'Nobuhide Kariya', 'Kunio Fujii', 'Yoshiki Kawasaki', 'Takahiro Natori', 'Shinya Iino', 'Izumi Seguchi', 'Morio Asaka', 'Taku Kimura', 'Haruka Yutoku', 'Ken Ando', 'Fumie Muroi', 'Hayato Kakita', 'Hirotaka Mori', 'Lim Ka-hee', 'Keiichiro Saito']",['Kanehito Yamada'],"['Animation', 'Drama']","['Epic heroes', 'Emotional and captivating fantasy storytelling', 'Fantasy adventure, heroism, and swordplay', 'Surreal and thought-provoking visions of life and death']"
Tapping the Wire,4.56,https://letterboxd.com/film/tapping-the-wire/,"Long-time Wire fan Charlie Brooker takes a journey to the mean streets of Baltimore to meet the cast and crew of the series, and undertakes a mission to explain what makes The Wire the best cop show ever made.","['Charlie Brooker', 'Nick Hornby', 'Peter Serafinowicz', 'Alexei Sayle', 'Graham Linehan', 'Dominic West', 'Aidan Gillen', 'Idris Elba', 'David Simon', 'Clarke Peters', 'Lance Reddick', 'John Doman', 'Deirdre Lovejoy', 'Wendell Pierce', 'Sonja Sohn', 'Seth Gilliam', 'Andre Royo', 'Frankie Faison', 'Jamie Hector', 'Felicia Pearson', 'Pablo Schreiber', 'Amy Ryan']",['Steven Hore'],[],['Documentary'],[]
Alice In Chains: MTV Unplugged,4.56,https://letterboxd.com/film/alice-in-chains-mtv-unplugged/,"Alice In Chains returned to the stage after a three year absence with this live acoustic performance in New York on 10th April 1996. The band performed a 13-song set, including, 'Heaven Beside You', 'Rooster' and 'Would?'.","['Layne Staley', 'Jerry Cantrell', 'Mike Inez', 'Sean Kinney', 'Scott Olson']","['Joe Perota', 'Alex Coletti']",['Alex Colleti'],['Music'],[]
Absolutely,4.56,https://letterboxd.com/film/absolutely-2021/,"Singer-songwriter Dijon performs tracks from his debut album, in an unraveling recreation of the room it was recorded in.","['Dijon', 'Mk.gee', 'Henry Kwapis', 'Jack Karaszewski', 'Brad Oberhofer', 'Ryan Richter', 'Gabe Noel']",['Jack Karaszewski'],"['Stephen Heleker', 'Ben Persky', 'Deker Daily']",['Music'],[]
The Human Condition I: No Greater Love,4.56,https://letterboxd.com/film/the-human-condition-i-no-greater-love/,"After handing in a report on the treatment of Chinese colonial labor, Kaji is offered the post of labor chief at a large mining operation in Manchuria, which also grants him exemption from military service. He accepts, and moves to Manchuria with his newly-wed wife Michiko, but when he tries to put his ideas of more humane treatment into practice, he finds himself at odds with scheming officials, cruel foremen, and the military police.","['Tatsuya Nakadai', 'Michiyo Aratama', 'Chikage Awashima', 'Ineko Arima', 'So Yamamura', 'Akira Ishihama', 'Kōji Nanbara', 'Seiji Miyaguchi', 'Tōru Abe', 'Masao Mishima', 'Eitarō Ozawa', 'Kōji Mitsui', 'Akitake Kōno', 'Nobuo Nakamura', 'Kyū Sazanka', 'Eijirō Tōno', 'Shinsuke Ashida', 'Keiji Sada', 'Yasushi Nagata', 'Yoshio Kosugi', 'Toshiko Kobayashi', 'Taiji Tonoyama', 'Akira Tani', 'Junji Masuda', 'Torahiko Hamada', 'Teruko Kishi', 'Takamaru Sasaki', 'Akio Isono', 'Jun Ōtomo', 'Show All…', 'Junkichi Orimoto', 'Zenichi Inagawa', 'Shinichirō Minami', 'Hōsei Komatsu', 'Tokuko Sugiyama', 'Sue Mitobe', 'Nobuo Takagi', 'Masami Maehata', 'Keiji Tsuchida', 'Isao Suenaga', 'Jun Tanizaki', 'Hisashi Taki', 'Haruko Chichibu', 'Tsuneko Sasaki', 'Kanji Ōsugi', 'Ryuji Kita']",['Masaki Kobayashi'],['Shigeru Wakatsuki'],"['War', 'Drama', 'History']","['War and historical adventure', 'Military combat and heroic soldiers', 'Political drama, patriotism, and war', 'Historical battles and epic heroism', 'Nazis and World War II']"
City of God,4.56,https://letterboxd.com/film/city-of-god/,"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime.","['Alexandre Rodrigues', 'Leandro Firmino', 'Phellipe Haagensen', 'Douglas Silva', 'Jonathan Haagensen', 'Matheus Nachtergaele', 'Seu Jorge', 'Jefechander Suplino', 'Alice Braga', 'Emerson Gomes', 'Edson Oliveira', 'Michel Gomes', 'Roberta Rodrigues', 'Luis Otávio', 'Kiko Marques', 'Gustavo Engracia', 'Darlan Cunha', 'Robson Rocha', 'Thiago Martins', 'Leandra Miranda', 'Graziella Moretto', 'Renato de Souza', 'Karina Falcão', 'Sabrina Rosa', 'Rubens Sabino', 'Kikito Junqueira', 'Edson Montenegro', 'Gero Camilo', 'Felipe Paulino', 'Show All…', 'Daniel Zettel', 'Charles Paraventi', 'Luiz Carlos Ribeiro Seixas', ""Paulo 'Jacaré' César"", 'Dani Ornellas', 'Bernardo Santos', 'Diego Batista', 'Diego Ferreira', 'Marcio Vinicios', 'Micael Borges', 'Rafael de Castro', 'Ramon Francisco', 'Thiago Wallace', 'Alexander Cerqueira', ""Alexandre 'China' Tavares"", 'André Pires Martins', 'António Rodrigues', 'Bartolomeu Braga', 'Carlos Henrique Avernas', 'Cláudio César', 'Cleiton Ventura', 'Damião Firmino', 'Euclides Garcia', 'Fábio Castor Conceição', 'Felipe Nogueira', 'Ivan Martins', 'John Lima', 'Jonas Michel', 'Leandro Lucas', 'Leandro Dias Batista', 'Lúcio Andrey', 'Luis Carlos Rodrigues Oliveira', 'Luís Nascimento', 'Marcelo Mello Jr.', 'Márcio Costa', 'Mário Luiz Costa Oliveira', 'Nelson Amaral', ""Omar 'Mazinho' Barcelos"", 'Otto Amorim', 'Peter Soares', 'Rafael de Souza', 'Roberto Miguez', ""Rómulo 'Guinomo' Sech"", 'Ruy Vitório', 'Sérgio Bispo', 'Alex dos Santos', 'Anderson Bruno Marques', 'Anderson Lugão', 'André Luiz Mendes', 'Antoni Guedes', 'Bruno Ricardo', 'Charles Samuel', 'Éder Júlio Martins', ""Eduardo 'BR' Piranha"", 'Erick Maximiano Oliveira', ""Fábio 'Dog' da Cunha"", 'Felipe Villela Mendonça', 'Frederico Lins', 'Guilherme Estevam', 'Guilherme William', 'Harlem Teixeira', 'Leandro Gonçalves', 'Leandro Lima', 'Leiz Moreira', 'Leonardo Melo', 'Luis Carlos Oliveira', 'Marcello Melo', ""Marcello 'Máscara' Alves"", 'Wallace Araújo', 'Wallace Nascimento', ""Wanderson 'Petão' Lopes"", 'Wellington Costa Ricardo', 'Wemerson Gonçalves', 'Wendel Barros', 'Yuri Krushewsky', 'Anderson Faria', 'Arlindo Lopes', 'Carol Meirelles', ""Carlos 'Lencinho' Smith"", 'Christiano', 'Diego Mendes', 'Jéssica Santos', 'Lorena Da Silva', 'Luciana Roque', 'Marina Mandonça Pinheiro', 'Michele Gonçalves', 'Pierre dos Santos', 'Renan Monteiro', 'Vinicius Faria', 'Delano Valentim', 'Ed Money', 'Fabiano Gonçalves', 'Felipe Porto', 'Francisco Marcos', 'Leo Generoso', 'Marcelo António Santos', 'Marcelo Araújo', 'Marcos Viana', 'Maurício Figueiras', 'Ricardo Lira', 'Ricardo Rocha da Silva', 'Wagner Mello', 'Waldeck Roque', 'Júlio César Siqueira', 'Denise Fonseca', 'Adão Xalebaradã', 'Edward Boggis', 'Guti Fraga', 'Babu Santana', 'Marcello Costa', 'Marcos Coutinho', 'João Soares', 'Rafael Fontenele', 'Rosangela Rodrigues', 'Jota Farias', 'Mary Sheila', 'Gil Torres', 'Paulo Lins', 'Christian Duurvoort', 'Olivia Araújo', 'Tulé Peak']",['Fernando Meirelles'],['Kátia Lund'],"['Drama', 'Crime']","['Crime, drugs and gangsters', 'Intense violence and sexual transgression', 'Humanity and the world around us', 'Violent crime and drugs', 'Violent action, guns, and crime', 'Gritty crime and ruthless gangsters', 'Gripping, intense violent crime', 'Fascinating, emotional stories and documentaries']"
Night and Fog,4.55,https://letterboxd.com/film/night-and-fog/,Filmmaker Alain Resnais documents the atrocities behind the walls of Hitler's concentration camps.,"['Michel Bouquet', 'Reinhard Heydrich', 'Heinrich Himmler', 'Adolf Hitler', 'Julius Streicher']",['Alain Resnais'],"['Philippe Lifchitz', 'Anatole Dauman', 'Samy Halfon']","['History', 'Documentary']","['War and historical adventure', 'Nazis and World War II', 'Powerful poetic and passionate drama', 'Racism and the powerful fight for justice', 'Graphic violence and brutal revenge']"
The Beatles: Get Back,4.54,https://letterboxd.com/film/the-beatles-get-back/,"The three-part documentary series, compiled from over 60 hours of unseen footage, captures the warmth, camaraderie, and creative genius that defined the legacy of music's most iconic foursome. The series also includes – for the first time in its entirety – The Beatles' final performance at London's Savile Row.","['John Lennon', 'Paul McCartney', 'George Harrison', 'Ringo Starr']",['Peter Jackson'],"['Jonathan Clyde', 'Clare Olssen', 'Olivia Harrison', 'Yoko Ono', 'Ringo Starr', 'Paul McCartney', 'Peter Jackson', 'Jabez Olssen']","['Documentary', 'Music']","['Song and dance', 'Humanity and the world around us', 'Legendary musicians and stardom', 'Emotional life of renowned artists']"
